pin,slack
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[5]:Q,14147
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[5]:SD,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[5]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_16:EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_10:EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_10:IPENn,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/make_xmit_clock_xmit_cntr_3_1_SUM[2]:A,17413
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/make_xmit_clock_xmit_cntr_3_1_SUM[2]:B,17346
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/make_xmit_clock_xmit_cntr_3_1_SUM[2]:C,16102
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/make_xmit_clock_xmit_cntr_3_1_SUM[2]:Y,16102
COREABC_0/ACCUMULATOR[3]:ADn,
COREABC_0/ACCUMULATOR[3]:ALn,16293
COREABC_0/ACCUMULATOR[3]:CLK,13856
COREABC_0/ACCUMULATOR[3]:D,13438
COREABC_0/ACCUMULATOR[3]:EN,15890
COREABC_0/ACCUMULATOR[3]:LAT,
COREABC_0/ACCUMULATOR[3]:Q,13856
COREABC_0/ACCUMULATOR[3]:SD,
COREABC_0/ACCUMULATOR[3]:SLn,
COREABC_0/SMADDR[1]:ADn,
COREABC_0/SMADDR[1]:ALn,16293
COREABC_0/SMADDR[1]:CLK,14970
COREABC_0/SMADDR[1]:D,15506
COREABC_0/SMADDR[1]:EN,15691
COREABC_0/SMADDR[1]:LAT,
COREABC_0/SMADDR[1]:Q,14970
COREABC_0/SMADDR[1]:SD,
COREABC_0/SMADDR[1]:SLn,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[0]:A,15076
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[0]:B,17339
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[0]:C,15935
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt_RNO[0]:Y,15076
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[3]:A,16206
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[3]:B,17300
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[3]:C,14657
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[3]:D,14808
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[3]:Y,14657
CoreUARTapb_0/uUART/make_RX/last_bit[3]:ADn,
CoreUARTapb_0/uUART/make_RX/last_bit[3]:ALn,16293
CoreUARTapb_0/uUART/make_RX/last_bit[3]:CLK,13992
CoreUARTapb_0/uUART/make_RX/last_bit[3]:D,
CoreUARTapb_0/uUART/make_RX/last_bit[3]:EN,15854
CoreUARTapb_0/uUART/make_RX/last_bit[3]:LAT,
CoreUARTapb_0/uUART/make_RX/last_bit[3]:Q,13992
CoreUARTapb_0/uUART/make_RX/last_bit[3]:SD,
CoreUARTapb_0/uUART/make_RX/last_bit[3]:SLn,
FCCC_0/CCC_INST/IP_INTERFACE_15:A,
FCCC_0/CCC_INST/IP_INTERFACE_15:B,
FCCC_0/CCC_INST/IP_INTERFACE_15:C,
FCCC_0/CCC_INST/IP_INTERFACE_15:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_15:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_15:IPC,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[1]:ADn,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[1]:ALn,16293
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[1]:CLK,13810
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[1]:D,14434
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[1]:EN,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[1]:LAT,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[1]:Q,13810
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[1]:SD,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[1]:SLn,
COREABC_0/ACCUMULATOR_RNIC5DU[3]:A,17236
COREABC_0/ACCUMULATOR_RNIC5DU[3]:B,17366
COREABC_0/ACCUMULATOR_RNIC5DU[3]:C,17095
COREABC_0/ACCUMULATOR_RNIC5DU[3]:Y,17095
CoreUARTapb_0/uUART/make_TX/tx_byte[6]:ADn,
CoreUARTapb_0/uUART/make_TX/tx_byte[6]:ALn,16293
CoreUARTapb_0/uUART/make_TX/tx_byte[6]:CLK,13955
CoreUARTapb_0/uUART/make_TX/tx_byte[6]:D,18487
CoreUARTapb_0/uUART/make_TX/tx_byte[6]:EN,17058
CoreUARTapb_0/uUART/make_TX/tx_byte[6]:LAT,
CoreUARTapb_0/uUART/make_TX/tx_byte[6]:Q,13955
CoreUARTapb_0/uUART/make_TX/tx_byte[6]:SD,
CoreUARTapb_0/uUART/make_TX/tx_byte[6]:SLn,
CoreUARTapb_0/uUART/make_RX/last_bit[0]:ADn,
CoreUARTapb_0/uUART/make_RX/last_bit[0]:ALn,16293
CoreUARTapb_0/uUART/make_RX/last_bit[0]:CLK,13933
CoreUARTapb_0/uUART/make_RX/last_bit[0]:D,
CoreUARTapb_0/uUART/make_RX/last_bit[0]:EN,15854
CoreUARTapb_0/uUART/make_RX/last_bit[0]:LAT,
CoreUARTapb_0/uUART/make_RX/last_bit[0]:Q,13933
CoreUARTapb_0/uUART/make_RX/last_bit[0]:SD,
CoreUARTapb_0/uUART/make_RX/last_bit[0]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_7:EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_7:IPENn,
COREABC_0/STBACCAPB_1:A,14569
COREABC_0/STBACCAPB_1:B,14486
COREABC_0/STBACCAPB_1:Y,14486
COREABC_0/SMADDR[2]:ADn,
COREABC_0/SMADDR[2]:ALn,16293
COREABC_0/SMADDR[2]:CLK,15177
COREABC_0/SMADDR[2]:D,15086
COREABC_0/SMADDR[2]:EN,15691
COREABC_0/SMADDR[2]:LAT,
COREABC_0/SMADDR[2]:Q,15177
COREABC_0/SMADDR[2]:SD,
COREABC_0/SMADDR[2]:SLn,
FCCC_0/CCC_INST/IP_INTERFACE_14:A,
FCCC_0/CCC_INST/IP_INTERFACE_14:B,
FCCC_0/CCC_INST/IP_INTERFACE_14:C,
FCCC_0/CCC_INST/IP_INTERFACE_14:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_14:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_14:IPC,
COREABC_0/un1_ICYCLE_6_i_0:A,16090
COREABC_0/un1_ICYCLE_6_i_0:B,14971
COREABC_0/un1_ICYCLE_6_i_0:C,17014
COREABC_0/un1_ICYCLE_6_i_0:D,15764
COREABC_0/un1_ICYCLE_6_i_0:Y,14971
COREABC_0/INSTR_ADDR[2]:ADn,
COREABC_0/INSTR_ADDR[2]:ALn,
COREABC_0/INSTR_ADDR[2]:CLK,15480
COREABC_0/INSTR_ADDR[2]:D,14049
COREABC_0/INSTR_ADDR[2]:EN,
COREABC_0/INSTR_ADDR[2]:LAT,
COREABC_0/INSTR_ADDR[2]:Q,15480
COREABC_0/INSTR_ADDR[2]:SD,
COREABC_0/INSTR_ADDR[2]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_18:B,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_18:C,16529
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_18:IPB,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_18:IPC,16529
CoreUARTapb_0/uUART/make_RX/receive_count_RNINPCM[2]:A,14125
CoreUARTapb_0/uUART/make_RX/receive_count_RNINPCM[2]:B,14063
CoreUARTapb_0/uUART/make_RX/receive_count_RNINPCM[2]:C,13970
CoreUARTapb_0/uUART/make_RX/receive_count_RNINPCM[2]:Y,13970
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_4:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_4:IPC,
COREABC_0/STKPTR_RNIN938[2]:A,17184
COREABC_0/STKPTR_RNIN938[2]:B,17118
COREABC_0/STKPTR_RNIN938[2]:C,17012
COREABC_0/STKPTR_RNIN938[2]:Y,17012
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[0]:ADn,
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[0]:ALn,16293
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[0]:CLK,13538
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[0]:D,17331
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[0]:EN,17134
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[0]:LAT,
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[0]:Q,13538
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[0]:SD,
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[0]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_31:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_31:IPC,
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[1]:ADn,
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[1]:ALn,16293
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[1]:CLK,13774
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[1]:D,17249
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[1]:EN,17134
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[1]:LAT,
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[1]:Q,13774
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[1]:SD,
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel[1]:SLn,
CoreUARTapb_0/uUART/make_RX/rx_state_s1_0_a4_0_a2:A,16175
CoreUARTapb_0/uUART/make_RX/rx_state_s1_0_a4_0_a2:B,16134
CoreUARTapb_0/uUART/make_RX/rx_state_s1_0_a4_0_a2:Y,16134
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[0]:ADn,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[0]:ALn,16293
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[0]:CLK,13609
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[0]:D,15076
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[0]:EN,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[0]:LAT,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[0]:Q,13609
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[0]:SD,
CoreUARTapb_0/uUART/make_RX/rx_bit_cnt[0]:SLn,
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_0:A,15279
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_0:B,14035
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_0:C,15140
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_0:D,14879
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m16_i_0:Y,14035
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_8:A,14003
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_8:B,13944
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_8:C,13854
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_8:D,13658
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_8:Y,13658
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIT1MB7[9]:A,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIT1MB7[9]:B,14402
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIT1MB7[9]:C,17133
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIT1MB7[9]:CC,13643
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIT1MB7[9]:D,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIT1MB7[9]:P,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIT1MB7[9]:S,13643
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIT1MB7[9]:UB,
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m19_i_1:A,15994
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m19_i_1:B,15945
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m19_i_1:C,13691
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m19_i_1:D,13323
CoreUARTapb_0/uUART/make_RX/rx_state_ns_1_0__m19_i_1:Y,13323
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[4]:A,16225
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[4]:B,17374
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[4]:Y,16225
COREABC_0/un1_ACCUMULATOR_0_cry_0:A,13802
COREABC_0/un1_ACCUMULATOR_0_cry_0:B,13380
COREABC_0/un1_ACCUMULATOR_0_cry_0:C,13298
COREABC_0/un1_ACCUMULATOR_0_cry_0:CC,
COREABC_0/un1_ACCUMULATOR_0_cry_0:D,13253
COREABC_0/un1_ACCUMULATOR_0_cry_0:P,13438
COREABC_0/un1_ACCUMULATOR_0_cry_0:UB,13253
COREABC_0/SMADDR_12_iv_5_104:A,17329
COREABC_0/SMADDR_12_iv_5_104:B,17308
COREABC_0/SMADDR_12_iv_5_104:C,16090
COREABC_0/SMADDR_12_iv_5_104:D,15506
COREABC_0/SMADDR_12_iv_5_104:Y,15506
COREABC_0/ICYCLE_s2_0_a2:A,16208
COREABC_0/ICYCLE_s2_0_a2:B,16111
COREABC_0/ICYCLE_s2_0_a2:Y,16111
CoreUARTapb_0/uUART/make_TX/xmit_state_ns[5]:A,15166
CoreUARTapb_0/uUART/make_TX/xmit_state_ns[5]:B,16138
CoreUARTapb_0/uUART/make_TX/xmit_state_ns[5]:C,17321
CoreUARTapb_0/uUART/make_TX/xmit_state_ns[5]:D,17101
CoreUARTapb_0/uUART/make_TX/xmit_state_ns[5]:Y,15166
COREABC_0/un1_ACCUMULATOR_0_cry_6:A,14325
COREABC_0/un1_ACCUMULATOR_0_cry_6:B,13956
COREABC_0/un1_ACCUMULATOR_0_cry_6:C,13914
COREABC_0/un1_ACCUMULATOR_0_cry_6:CC,13359
COREABC_0/un1_ACCUMULATOR_0_cry_6:D,
COREABC_0/un1_ACCUMULATOR_0_cry_6:P,14007
COREABC_0/un1_ACCUMULATOR_0_cry_6:S,13359
COREABC_0/un1_ACCUMULATOR_0_cry_6:UB,13914
COREABC_0/PSELI_7_0_iv_i:A,17382
COREABC_0/PSELI_7_0_iv_i:B,17281
COREABC_0/PSELI_7_0_iv_i:C,16111
COREABC_0/PSELI_7_0_iv_i:D,15668
COREABC_0/PSELI_7_0_iv_i:Y,15668
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIL6UG4[2]:A,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIL6UG4[2]:B,13608
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIL6UG4[2]:C,16386
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIL6UG4[2]:CC,14853
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIL6UG4[2]:D,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIL6UG4[2]:P,13608
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIL6UG4[2]:S,14402
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIL6UG4[2]:UB,
CoreUARTapb_0/uUART/make_RX/rx_state[1]:ADn,
CoreUARTapb_0/uUART/make_RX/rx_state[1]:ALn,16293
CoreUARTapb_0/uUART/make_RX/rx_state[1]:CLK,13425
CoreUARTapb_0/uUART/make_RX/rx_state[1]:D,13323
CoreUARTapb_0/uUART/make_RX/rx_state[1]:EN,18219
CoreUARTapb_0/uUART/make_RX/rx_state[1]:LAT,
CoreUARTapb_0/uUART/make_RX/rx_state[1]:Q,13425
CoreUARTapb_0/uUART/make_RX/rx_state[1]:SD,
CoreUARTapb_0/uUART/make_RX/rx_state[1]:SLn,
CoreUARTapb_0/uUART/make_RX/samples[2]:ADn,
CoreUARTapb_0/uUART/make_RX/samples[2]:ALn,16293
CoreUARTapb_0/uUART/make_RX/samples[2]:CLK,13323
CoreUARTapb_0/uUART/make_RX/samples[2]:D,
CoreUARTapb_0/uUART/make_RX/samples[2]:EN,18219
CoreUARTapb_0/uUART/make_RX/samples[2]:LAT,
CoreUARTapb_0/uUART/make_RX/samples[2]:Q,13323
CoreUARTapb_0/uUART/make_RX/samples[2]:SD,
CoreUARTapb_0/uUART/make_RX/samples[2]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_3:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_3:IPC,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_34:EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_34:IPENn,
COREABC_0/STKPTR[1]:ADn,
COREABC_0/STKPTR[1]:ALn,16293
COREABC_0/STKPTR[1]:CLK,15989
COREABC_0/STKPTR[1]:D,13666
COREABC_0/STKPTR[1]:EN,
COREABC_0/STKPTR[1]:LAT,
COREABC_0/STKPTR[1]:Q,15989
COREABC_0/STKPTR[1]:SD,
COREABC_0/STKPTR[1]:SLn,
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[0]:A,16225
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[0]:B,17374
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_shift_12[0]:Y,16225
COREABC_0/ICYCLE[1]:ADn,
COREABC_0/ICYCLE[1]:ALn,16293
COREABC_0/ICYCLE[1]:CLK,14928
COREABC_0/ICYCLE[1]:D,17315
COREABC_0/ICYCLE[1]:EN,
COREABC_0/ICYCLE[1]:LAT,
COREABC_0/ICYCLE[1]:Q,14928
COREABC_0/ICYCLE[1]:SD,
COREABC_0/ICYCLE[1]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_11:B,17377
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_11:C,17543
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_11:IPB,17377
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_11:IPC,17543
COREABC_0/ACCUM_NEXT_6[5]:A,17484
COREABC_0/ACCUM_NEXT_6[5]:B,17281
COREABC_0/ACCUM_NEXT_6[5]:C,17125
COREABC_0/ACCUM_NEXT_6[5]:D,13643
COREABC_0/ACCUM_NEXT_6[5]:Y,13643
CoreUARTapb_0/uUART/make_TX/xmit_cnt_xmit_bit_sel_3_a3[0]:A,17429
CoreUARTapb_0/uUART/make_TX/xmit_cnt_xmit_bit_sel_3_a3[0]:B,17331
CoreUARTapb_0/uUART/make_TX/xmit_cnt_xmit_bit_sel_3_a3[0]:Y,17331
COREABC_0/INSTR_DATA[0]:ADn,
COREABC_0/INSTR_DATA[0]:ALn,
COREABC_0/INSTR_DATA[0]:CLK,13253
COREABC_0/INSTR_DATA[0]:D,18440
COREABC_0/INSTR_DATA[0]:EN,
COREABC_0/INSTR_DATA[0]:LAT,
COREABC_0/INSTR_DATA[0]:Q,13253
COREABC_0/INSTR_DATA[0]:SD,
COREABC_0/INSTR_DATA[0]:SLn,
CoreUARTapb_0/uUART/tx_hold_reg[3]:ADn,
CoreUARTapb_0/uUART/tx_hold_reg[3]:ALn,16293
CoreUARTapb_0/uUART/tx_hold_reg[3]:CLK,18487
CoreUARTapb_0/uUART/tx_hold_reg[3]:D,17095
CoreUARTapb_0/uUART/tx_hold_reg[3]:EN,15926
CoreUARTapb_0/uUART/tx_hold_reg[3]:LAT,
CoreUARTapb_0/uUART/tx_hold_reg[3]:Q,18487
CoreUARTapb_0/uUART/tx_hold_reg[3]:SD,
CoreUARTapb_0/uUART/tx_hold_reg[3]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_28:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_28:IPC,
COREABC_0/un5_ramwdata_s_7:A,
COREABC_0/un5_ramwdata_s_7:B,15853
COREABC_0/un5_ramwdata_s_7:C,
COREABC_0/un5_ramwdata_s_7:CC,14970
COREABC_0/un5_ramwdata_s_7:D,
COREABC_0/un5_ramwdata_s_7:P,
COREABC_0/un5_ramwdata_s_7:S,14970
COREABC_0/un5_ramwdata_s_7:UB,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI1GV34[1]:A,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI1GV34[1]:B,13658
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI1GV34[1]:C,16356
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI1GV34[1]:CC,15175
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI1GV34[1]:D,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI1GV34[1]:P,13658
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI1GV34[1]:S,14434
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI1GV34[1]:UB,
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel_RNO[1]:A,17390
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel_RNO[1]:B,17327
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel_RNO[1]:C,17249
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel_RNO[1]:Y,17249
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI45228[11]:A,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI45228[11]:B,14102
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI45228[11]:C,16879
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI45228[11]:CC,13729
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI45228[11]:D,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI45228[11]:P,14102
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI45228[11]:S,13729
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNI45228[11]:UB,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[1]:ADn,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[1]:ALn,16293
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[1]:CLK,17382
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[1]:D,18479
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[1]:EN,14640
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[1]:LAT,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[1]:Q,17382
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[1]:SD,
CoreUARTapb_0/uUART/make_RX/rx_byte_xhdl5[1]:SLn,
COREABC_0/un1_ACCUMULATOR_0_cry_2:A,
COREABC_0/un1_ACCUMULATOR_0_cry_2:B,13885
COREABC_0/un1_ACCUMULATOR_0_cry_2:C,
COREABC_0/un1_ACCUMULATOR_0_cry_2:CC,13760
COREABC_0/un1_ACCUMULATOR_0_cry_2:D,
COREABC_0/un1_ACCUMULATOR_0_cry_2:P,13885
COREABC_0/un1_ACCUMULATOR_0_cry_2:S,13760
COREABC_0/un1_ACCUMULATOR_0_cry_2:UB,
COREABC_0/ACCUMULATOR_RNIA3DU[1]:A,17236
COREABC_0/ACCUMULATOR_RNIA3DU[1]:B,17366
COREABC_0/ACCUMULATOR_RNIA3DU[1]:C,17095
COREABC_0/ACCUMULATOR_RNIA3DU[1]:Y,17095
CoreUARTapb_0/uUART/make_RX/rx_shift_RNO[7]:A,16225
CoreUARTapb_0/uUART/make_RX/rx_shift_RNO[7]:B,16200
CoreUARTapb_0/uUART/make_RX/rx_shift_RNO[7]:Y,16200
COREABC_0/ICYCLE_1_sqmuxa_0_a3:A,17383
COREABC_0/ICYCLE_1_sqmuxa_0_a3:B,16214
COREABC_0/ICYCLE_1_sqmuxa_0_a3:C,17233
COREABC_0/ICYCLE_1_sqmuxa_0_a3:Y,16214
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIGNV12[0]:A,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIGNV12[0]:B,16294
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIGNV12[0]:C,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIGNV12[0]:CC,15249
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIGNV12[0]:D,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIGNV12[0]:P,16294
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIGNV12[0]:S,15249
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr_RNIGNV12[0]:UB,
COREABC_0/STKPTR_RNIMPPA[3]:A,17206
COREABC_0/STKPTR_RNIMPPA[3]:B,17131
COREABC_0/STKPTR_RNIMPPA[3]:C,17034
COREABC_0/STKPTR_RNIMPPA[3]:D,16822
